2.630000 -1.057196 0.000662 1.180375 0.254253 0.009066 0.096674
2.640000 -1.049472 0.047766 1.162662 0.246401 0.008791 0.092469
2.650000 -1.034140 0.025066 1.128201 0.235271 0.008367 0.088544
2.660000 -1.030672 0.013850 1.118005 0.236218 0.007875 0.088732
2.670000 -1.029316 0.045514 1.119453 0.232097 0.008411 0.086152
2.680000 -1.017252 0.025100 1.094092 0.219692 0.008255 0.081739
2.690000 -1.016936 0.008200 1.089650 0.226369 0.007669 0.084127
2.700000 -0.984184 0.022388 1.021744 0.199561 0.007287 0.073726
2.710000 -0.993092 0.022952 1.041719 0.207264 0.007555 0.076287
2.720000 -0.994232 0.032702 1.041706 0.209630 0.007192 0.076677
2.730000 -0.982160 0.042030 1.018312 0.202440 0.007202 0.073507
2.740000 -0.971048 0.000434 0.997380 0.195459 0.007252 0.071335
2.750000 -0.969324 0.034790 0.989280 0.199051 0.006571 0.071942
2.760000 -0.974824 0.001886 1.003948 0.202701 0.007045 0.073441
2.770000 -0.948500 0.005722 0.948156 0.172012 0.006321 0.062087
2.780000 -0.936976 0.002730 0.927355 0.170259 0.006396 0.061242
2.790000 -0.931788 0.007854 0.916599 0.170528 0.006214 0.061099
2.800000 -0.930208 0.004676 0.916755 0.170957 0.006565 0.061048
2.810000 -0.922256 0.020502 0.897944 0.165169 0.006001 0.058629
2.820000 -0.921812 0.000846 0.897121 0.160563 0.005958 0.056937
2.830000 -0.911748 0.002626 0.875806 0.152345 0.005559 0.053830
2.840000 -0.910220 0.000936 0.876345 0.162081 0.005932 0.057070
2.850000 -0.895852 0.024414 0.846738 0.146594 0.005440 0.051227
2.860000 -0.892972 0.038460 0.840447 0.143170 0.005263 0.049542
2.870000 -0.898016 0.035184 0.853910 0.155452 0.005764 0.053733
2.880000 -0.883344 0.027388 0.822724 0.136612 0.005115 0.047174
2.890000 -0.885332 0.035742 0.828817 0.148741 0.005388 0.051025
2.900000 -0.873136 0.012610 0.806220 0.136590 0.005214 0.047045
2.910000 -0.871492 0.011894 0.802976 0.139768 0.005134 0.047982
2.920000 -0.858196 0.005148 0.779247 0.127038 0.005013 0.043497
2.930000 -0.851988 0.002104 0.766641 0.126193 0.004748 0.043068
2.940000 -0.857400 0.020262 0.777128 0.128316 0.004858 0.043505
2.950000 -0.851304 0.006390 0.764799 0.126541 0.004606 0.042881
2.960000 -0.842276 0.036426 0.750167 0.115191 0.004650 0.038468
2.970000 -0.830372 0.000120 0.728518 0.107521 0.004421 0.036202
2.980000 -0.838120 0.011488 0.744099 0.119839 0.004691 0.040170
2.990000 -0.825828 0.003142 0.720469 0.110066 0.004304 0.036808
3.000000 -0.826428 0.016190 0.722321 0.115263 0.004371 0.038334
3.010000 -0.823436 0.014396 0.717086 0.114971 0.004309 0.038127
3.020000 -0.818572 0.001024 0.710518 0.111679 0.004436 0.036980
3.030000 -0.818760 0.009836 0.710141 0.113174 0.004332 0.037319
3.040000 -0.808904 0.002598 0.692772 0.105275 0.004160 0.034628
3.050000 -0.810388 0.007960 0.696243 0.112253 0.004248 0.036784
3.060000 -0.808664 0.000538 0.692771 0.110561 0.004147 0.036131
3.070000 -0.792208 0.000752 0.664804 0.101520 0.003948 0.033068
3.080000 -0.797184 0.000858 0.672759 0.103565 0.003927 0.033625
3.090000 -0.790800 0.026072 0.662747 0.099836 0.003915 0.032089
3.100000 -0.781440 0.014402 0.647397 0.098003 0.003824 0.031547
